"Step","deft-sweep-9 - train/eps_reward","deft-sweep-9 - train/eps_reward__MIN","deft-sweep-9 - train/eps_reward__MAX","solar-sweep-5 - train/eps_reward","solar-sweep-5 - train/eps_reward__MIN","solar-sweep-5 - train/eps_reward__MAX","gentle-sweep-3 - train/eps_reward","gentle-sweep-3 - train/eps_reward__MIN","gentle-sweep-3 - train/eps_reward__MAX","cerulean-sweep-1 - train/eps_reward","cerulean-sweep-1 - train/eps_reward__MIN","cerulean-sweep-1 - train/eps_reward__MAX"
"1013","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.82","0.82","0.82","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1014","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0","0","0","0"
"1015","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975","0","0","0","0.55","0.55","0.55"
"1016","0","0","0","0","0","0","0","0","0","0","0","0"
"1017","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.37","0.37","0.37"
"1018","0","0","0","0","0","0","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1019","0","0","0","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1020","0","0","0","0","0","0","0","0","0","0","0","0"
"1021","0","0","0","0","0","0","0.7525","0.7525","0.7525","0.8875","0.8875","0.8875"
"1022","0","0","0","0","0","0","0","0","0","0","0","0"
"1023","0","0","0","0","0","0","0","0","0","0","0","0"
"1024","0","0","0","0","0","0","0","0","0","0.3025","0.3025","0.3025"
"1025","0","0","0","0","0","0","0","0","0","0.55","0.55","0.55"
"1026","0","0","0","0","0","0","0","0","0","0","0","0"
"1027","0","0","0","0","0","0","0","0","0","0.82","0.82","0.82"
"1028","0","0","0","0","0","0","0","0","0","0","0","0"
"1029","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0","0","0","0","0","0"
"1030","0","0","0","0","0","0","0","0","0","0.685","0.685","0.685"
"1031","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0","0.73","0.73","0.73"
"1032","0.73","0.73","0.73","0","0","0","0.775","0.775","0.775","0.7525","0.7525","0.7525"
"1033","0","0","0","0","0","0","0","0","0","0","0","0"
"1034","0","0","0","0","0","0","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1035","0","0","0","0","0","0","0","0","0","0.7075","0.7075","0.7075"
"1036","0","0","0","0","0","0","0","0","0","0","0","0"
"1037","0","0","0","0","0","0","0","0","0","0","0","0"
"1038","0","0","0","0","0","0","0","0","0","0","0","0"
"1039","0","0","0","0","0","0","0","0","0","0","0","0"
"1040","0","0","0","0","0","0","0","0","0","0","0","0"
"1041","0","0","0","0.775","0.775","0.775","0","0","0","0.865","0.865","0.865"
"1042","0","0","0","0","0","0","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1043","0","0","0","0","0","0","0","0","0","0","0","0"
"1044","0","0","0","0","0","0","0","0","0","0","0","0"
"1045","0","0","0","0","0","0","0","0","0","0","0","0"
"1046","0","0","0","0","0","0","0","0","0","0","0","0"
"1047","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1048","0","0","0","0","0","0","0","0","0","0","0","0"
"1049","0","0","0","0.37","0.37","0.37","0","0","0","0","0","0"
"1050","0","0","0","0","0","0","0","0","0","0","0","0"
"1051","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0","0","0","0","0","0"
"1052","0.4375","0.4375","0.4375","0","0","0","0","0","0","0.8425","0.8425","0.8425"
"1053","0","0","0","0","0","0","0","0","0","0.235","0.235","0.235"
"1054","0","0","0","0","0","0","0","0","0","0","0","0"
"1055","0","0","0","0","0","0","0","0","0","0","0","0"
"1056","0.91","0.91","0.91","0","0","0","0.82","0.82","0.82","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1057","0","0","0","0","0","0","0","0","0","0","0","0"
"1058","0","0","0","0","0","0","0","0","0","0","0","0"
"1059","0","0","0","0","0","0","0","0","0","0","0","0"
"1060","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0"
"1061","0.5725","0.5725","0.5725","0","0","0","0","0","0","0","0","0"
"1062","0","0","0","0","0","0","0","0","0","0","0","0"
"1063","0","0","0","0","0","0","0","0","0","0","0","0"
"1064","0.5275","0.5275","0.5275","0","0","0","0","0","0","0","0","0"
"1065","0","0","0","0.7975","0.7975","0.7975","0","0","0","0","0","0"
"1066","0","0","0","0.775","0.775","0.775","0","0","0","0","0","0"
"1067","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.5275","0.5275","0.5275","0.235","0.235","0.235","0","0","0"
"1068","0","0","0","0","0","0","0","0","0","0","0","0"
"1069","0","0","0","0","0","0","0","0","0","0","0","0"
"1070","0","0","0","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005"
"1071","0","0","0","0.235","0.235","0.235","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1072","0.865","0.865","0.865","0","0","0","0.5275","0.5275","0.5275","0","0","0"
"1073","0","0","0","0","0","0","0","0","0","0","0","0"
"1074","0","0","0","0","0","0","0","0","0","0","0","0"
"1075","0.4375","0.4375","0.4375","0","0","0","0","0","0","0","0","0"
"1076","0.595","0.595","0.595","0","0","0","0","0","0","0","0","0"
"1077","0","0","0","0","0","0","0","0","0","0","0","0"
"1078","0","0","0","0.7525","0.7525","0.7525","0","0","0","0","0","0"
"1079","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0","0","0"
"1080","0","0","0","0","0","0","0","0","0","0","0","0"
"1081","0","0","0","0","0","0","0","0","0","0","0","0"
"1082","0","0","0","0","0","0","0","0","0","0","0","0"
"1083","0.8425","0.8425","0.8425","0","0","0","0","0","0","0.91","0.91","0.91"
"1084","0","0","0","0","0","0","0","0","0","0","0","0"
"1085","0","0","0","0","0","0","0","0","0","0","0","0"
"1086","0","0","0","0","0","0","0","0","0","0","0","0"
"1087","0","0","0","0","0","0","0","0","0","0","0","0"
"1088","0","0","0","0","0","0","0","0","0","0.5275","0.5275","0.5275"
"1089","0","0","0","0","0","0","0","0","0","0","0","0"
"1090","0","0","0","0","0","0","0","0","0","0","0","0"
"1091","0.73","0.73","0.73","0","0","0","0","0","0","0.7975","0.7975","0.7975"
"1092","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0","0","0","0"
"1093","0","0","0","0","0","0","0","0","0","0","0","0"
"1094","0","0","0","0","0","0","0","0","0","0","0","0"
"1095","0.595","0.595","0.595","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1096","0","0","0","0","0","0","0","0","0","0","0","0"
"1097","0.4375","0.4375","0.4375","0","0","0","0","0","0","0.775","0.775","0.775"
"1098","0.7525","0.7525","0.7525","0","0","0","0","0","0","0.91","0.91","0.91"
"1099","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0","0","0","0"
"1100","0","0","0","0","0","0","0","0","0","0","0","0"
"1101","0.9325","0.9325","0.9325","0.8875","0.8875","0.8875","0.685","0.685","0.685","0.9325","0.9325","0.9325"
"1102","0","0","0","0","0","0","0","0","0","0.73","0.73","0.73"
"1103","0","0","0","0","0","0","0","0","0","0.7975","0.7975","0.7975"
"1104","0.5725","0.5725","0.5725","0","0","0","0","0","0","0","0","0"
"1105","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725"
"1106","0","0","0","0","0","0","0","0","0","0","0","0"
"1107","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0","0","0","0"
"1108","0","0","0","0","0","0","0","0","0","0","0","0"
"1109","0","0","0","0","0","0","0","0","0","0","0","0"
"1110","0","0","0","0","0","0","0","0","0","0","0","0"
"1111","0","0","0","0","0","0","0","0","0","0","0","0"
"1112","0","0","0","0","0","0","0","0","0","0","0","0"
"1113","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0","0","0","0"
"1114","0.595","0.595","0.595","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1115","0.5275","0.5275","0.5275","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.5725","0.5725","0.5725"
"1116","0","0","0","0","0","0","0","0","0","0","0","0"
"1117","0","0","0","0","0","0","0","0","0","0","0","0"
"1118","0","0","0","0","0","0","0","0","0","0.685","0.685","0.685"
"1119","0","0","0","0","0","0","0","0","0","0","0","0"
"1120","0","0","0","0","0","0","0","0","0","0","0","0"
"1121","0","0","0","0","0","0","0","0","0","0","0","0"
"1122","0","0","0","0","0","0","0","0","0","0","0","0"
"1123","0.82","0.82","0.82","0.775","0.775","0.775","0","0","0","0","0","0"
"1124","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0","0","0","0"
"1125","0","0","0","0","0","0","0","0","0","0","0","0"
"1126","0","0","0","0","0","0","0","0","0","0","0","0"
"1127","0.8875","0.8875","0.8875","0","0","0","0.775","0.775","0.775","0","0","0"
"1128","0","0","0","0.5725","0.5725","0.5725","0","0","0","0.37","0.37","0.37"
"1129","0","0","0","0","0","0","0","0","0","0","0","0"
"1130","0","0","0","0","0","0","0","0","0","0","0","0"
"1131","0","0","0","0","0","0","0","0","0","0","0","0"
"1132","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0"
"1133","0","0","0","0","0","0","0","0","0","0","0","0"
"1134","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0"
"1135","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0","0","0","0","0","0"
"1136","0.775","0.775","0.775","0","0","0","0","0","0","0","0","0"
"1137","0","0","0","0.775","0.775","0.775","0","0","0","0","0","0"
"1138","0","0","0","0","0","0","0","0","0","0","0","0"
"1139","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0","0","0","0","0","0"
"1140","0","0","0","0","0","0","0","0","0","0","0","0"
"1141","0.595","0.595","0.595","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0.37","0.37","0.37"
"1142","0","0","0","0","0","0","0","0","0","0","0","0"
"1143","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0","0","0","0"
"1144","0","0","0","0","0","0","0","0","0","0","0","0"
"1145","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0","0","0"
"1146","0","0","0","0","0","0","0","0","0","0","0","0"
"1147","0","0","0","0.82","0.82","0.82","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1148","0.235","0.235","0.235","0","0","0","0","0","0","0","0","0"
"1149","0","0","0","0","0","0","0","0","0","0","0","0"
"1150","0.3025","0.3025","0.3025","0","0","0","0","0","0","0","0","0"
"1151","0","0","0","0","0","0","0","0","0","0","0","0"
"1152","0","0","0","0","0","0","0","0","0","0.82","0.82","0.82"
"1153","0.9325","0.9325","0.9325","0","0","0","0.91","0.91","0.91","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1154","0","0","0","0","0","0","0","0","0","0","0","0"
"1155","0","0","0","0","0","0","0","0","0","0.235","0.235","0.235"
"1156","0","0","0","0","0","0","0","0","0","0","0","0"
"1157","0","0","0","0","0","0","0","0","0","0","0","0"
"1158","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0"
"1159","0","0","0","0","0","0","0","0","0","0","0","0"
"1160","0","0","0","0.5725","0.5725","0.5725","0","0","0","0.82","0.82","0.82"
"1161","0","0","0","0","0","0","0","0","0","0","0","0"
"1162","0","0","0","0.7525","0.7525","0.7525","0.7075","0.7075","0.7075","0","0","0"
"1163","0","0","0","0","0","0","0","0","0","0","0","0"
"1164","0","0","0","0.235","0.235","0.235","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"1165","0","0","0","0","0","0","0","0","0","0","0","0"
"1166","0","0","0","0","0","0","0","0","0","0","0","0"
"1167","0.5275","0.5275","0.5275","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"1168","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0","0","0"
"1169","0","0","0","0","0","0","0","0","0","0","0","0"
"1170","0","0","0","0","0","0","0","0","0","0","0","0"
"1171","0","0","0","0","0","0","0","0","0","0","0","0"
"1172","0","0","0","0.595","0.595","0.595","0","0","0","0","0","0"
"1173","0","0","0","0","0","0","0","0","0","0","0","0"
"1174","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.8425","0.8425","0.8425","0","0","0"
"1175","0","0","0","0","0","0","0","0","0","0","0","0"
"1176","0","0","0","0","0","0","0","0","0","0","0","0"
"1177","0","0","0","0","0","0","0","0","0","0","0","0"
"1178","0","0","0","0.6625","0.6625","0.6625","0","0","0","0","0","0"
"1179","0","0","0","0","0","0","0.235","0.235","0.235","0","0","0"
"1180","0","0","0","0","0","0","0","0","0","0","0","0"
"1181","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0","0","0","0","0","0","0"
"1182","0","0","0","0","0","0","0","0","0","0.7525","0.7525","0.7525"
"1183","0","0","0","0","0","0","0","0","0","0","0","0"
"1184","0","0","0","0","0","0","0","0","0","0","0","0"
"1185","0","0","0","0","0","0","0","0","0","0","0","0"
"1186","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0"
"1187","0","0","0","0","0","0","0","0","0","0","0","0"
"1188","0","0","0","0","0","0","0","0","0","0","0","0"
"1189","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1190","0","0","0","0","0","0","0","0","0","0","0","0"
"1191","0","0","0","0","0","0","0","0","0","0","0","0"
"1192","0","0","0","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1193","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1194","0","0","0","0","0","0","0","0","0","0","0","0"
"1195","0","0","0","0","0","0","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"1196","0.865","0.865","0.865","0.91","0.91","0.91","0.8875","0.8875","0.8875","0.91","0.91","0.91"
"1197","0","0","0","0","0","0","0","0","0","0","0","0"
"1198","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"1199","0","0","0","0","0","0","0","0","0","0","0","0"
"1200","0","0","0","0.4375","0.4375","0.4375","0","0","0","0","0","0"
"1201","0","0","0","0","0","0","0","0","0","0","0","0"
"1202","0","0","0","0","0","0","0","0","0","0","0","0"
"1203","0.8425","0.8425","0.8425","0","0","0","0.7075","0.7075","0.7075","0","0","0"
"1204","0","0","0","0","0","0","0","0","0","0","0","0"
"1205","0","0","0","0","0","0","0","0","0","0","0","0"
"1206","0","0","0","0","0","0","0","0","0","0.235","0.235","0.235"
"1207","0","0","0","0","0","0","0","0","0","0","0","0"
"1208","0","0","0","0.595","0.595","0.595","0","0","0","0","0","0"
"1209","0","0","0","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975","0.82","0.82","0.82"
"1210","0","0","0","0","0","0","0","0","0","0","0","0"
"1211","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0","0","0"
"1212","0.73","0.73","0.73","0.73","0.73","0.73","0","0","0","0.82","0.82","0.82"
"1213","0","0","0","0.595","0.595","0.595","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1214","0","0","0","0","0","0","0","0","0","0","0","0"
"1215","0","0","0","0","0","0","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002"
"1216","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0.235","0.235","0.235"
"1217","0","0","0","0.37","0.37","0.37","0","0","0","0.685","0.685","0.685"
"1218","0","0","0","0","0","0","0","0","0","0","0","0"
"1219","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0.6625","0.6625","0.6625"
"1220","0.8875","0.8875","0.8875","0","0","0","0","0","0","0","0","0"
"1221","0","0","0","0","0","0","0","0","0","0","0","0"
"1222","0","0","0","0","0","0","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"1223","0","0","0","0","0","0","0","0","0","0","0","0"
"1224","0","0","0","0.3025","0.3025","0.3025","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1225","0","0","0","0","0","0","0","0","0","0","0","0"
"1226","0","0","0","0","0","0","0","0","0","0.595","0.595","0.595"
"1227","0","0","0","0","0","0","0","0","0","0","0","0"
"1228","0","0","0","0","0","0","0","0","0","0","0","0"
"1229","0","0","0","0","0","0","0","0","0","0.55","0.55","0.55"
"1230","0","0","0","0","0","0","0","0","0","0","0","0"
"1231","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0"
"1232","0","0","0","0","0","0","0","0","0","0","0","0"
"1233","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.775","0.775","0.775","0","0","0"
"1234","0","0","0","0.37","0.37","0.37","0","0","0","0.5725","0.5725","0.5725"
"1235","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0","0.685","0.685","0.685"
"1236","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0"
"1237","0","0","0","0","0","0","0","0","0","0","0","0"
"1238","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0","0.5275","0.5275","0.5275"
"1239","0","0","0","0.82","0.82","0.82","0","0","0","0.73","0.73","0.73"
"1240","0.7525","0.7525","0.7525","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0","0.37","0.37","0.37"
"1241","0","0","0","0","0","0","0","0","0","0","0","0"
"1242","0","0","0","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1243","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1244","0","0","0","0.55","0.55","0.55","0","0","0","0.73","0.73","0.73"
"1245","0","0","0","0.235","0.235","0.235","0","0","0","0.5725","0.5725","0.5725"
"1246","0","0","0","0","0","0","0","0","0","0","0","0"
"1247","0.865","0.865","0.865","0.82","0.82","0.82","0.7975","0.7975","0.7975","0.8875","0.8875","0.8875"
"1248","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325","0.8425","0.8425","0.8425","0","0","0"
"1249","0","0","0","0","0","0","0","0","0","0","0","0"
"1250","0","0","0","0","0","0","0","0","0","0","0","0"
"1251","0","0","0","0","0","0","0","0","0","0","0","0"
"1252","0","0","0","0","0","0","0","0","0","0","0","0"
"1253","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0","0","0","0.7525","0.7525","0.7525"
"1254","0.8875","0.8875","0.8875","0.91","0.91","0.91","0.6625","0.6625","0.6625","0","0","0"
"1255","0.55","0.55","0.55","0.6625","0.6625","0.6625","0","0","0","0.7525","0.7525","0.7525"
"1257","0","0","0","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1258","0","0","0","0","0","0","0","0","0","0","0","0"
"1259","0.5725","0.5725","0.5725","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0"
"1260","0","0","0","0","0","0","0","0","0","0","0","0"
"1261","0","0","0","0","0","0","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1262","0","0","0","0","0","0","0.14500000000000002","0.14500000000000002","0.14500000000000002","0","0","0"
"1263","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0"
"1264","0","0","0","0","0","0","0","0","0","0","0","0"
"1265","0","0","0","0","0","0","0","0","0","0","0","0"
"1266","0","0","0","0","0","0","0","0","0","0","0","0"
"1267","0","0","0","0","0","0","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1268","0.685","0.685","0.685","0.25750000000000006","0.25750000000000006","0.25750000000000006","0","0","0","0.5725","0.5725","0.5725"
"1269","0","0","0","0","0","0","0","0","0","0","0","0"
"1270","0.16749999999999998","0.16749999999999998","0.16749999999999998","0","0","0","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1271","0","0","0","0","0","0","0","0","0","0.5725","0.5725","0.5725"
"1272","0","0","0","0","0","0","0","0","0","0","0","0"
"1273","0","0","0","0","0","0","0","0","0","0","0","0"
"1274","0","0","0","0","0","0","0","0","0","0","0","0"
"1275","0.8875","0.8875","0.8875","0.4375","0.4375","0.4375","0","0","0","0.865","0.865","0.865"
"1276","0.3025","0.3025","0.3025","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0","0","0","0"
"1277","0","0","0","0","0","0","0","0","0","0","0","0"
"1278","0","0","0","0","0","0","0","0","0","0","0","0"
"1279","0","0","0","0.775","0.775","0.775","0","0","0","0","0","0"
"1280","0","0","0","0","0","0","0","0","0","0","0","0"
"1281","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1282","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0","0","0","0"
"1283","0","0","0","0","0","0","0","0","0","0","0","0"
"1284","0","0","0","0","0","0","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1285","0","0","0","0","0","0","0","0","0","0","0","0"
"1286","0","0","0","0.775","0.775","0.775","0","0","0","0.7975","0.7975","0.7975"
"1287","0.32499999999999996","0.32499999999999996","0.32499999999999996","0","0","0","0","0","0","0","0","0"
"1288","0","0","0","0","0","0","0","0","0","0","0","0"
"1289","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0","0","0","0","0.09999999999999998","0.09999999999999998","0.09999999999999998"
"1290","0","0","0","0","0","0","0","0","0","0","0","0"
"1291","0.685","0.685","0.685","0","0","0","0","0","0","0.775","0.775","0.775"
"1292","0","0","0","0.6625","0.6625","0.6625","0","0","0","0.7075","0.7075","0.7075"
"1293","0","0","0","0.685","0.685","0.685","0","0","0","0.5725","0.5725","0.5725"
"1294","0","0","0","0","0","0","0","0","0","0","0","0"
"1295","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.6174999999999999","0.6174999999999999","0.6174999999999999","0","0","0","0","0","0"
"1296","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.5725","0.5725","0.5725","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"1297","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.7075","0.7075","0.7075","0","0","0","0.55","0.55","0.55"
"1298","0","0","0","0","0","0","0","0","0","0","0","0"
"1299","0","0","0","0","0","0","0.7075","0.7075","0.7075","0.82","0.82","0.82"
"1300","0.685","0.685","0.685","0.6625","0.6625","0.6625","0","0","0","0.5725","0.5725","0.5725"
"1301","0","0","0","0","0","0","0","0","0","0","0","0"
"1302","0","0","0","0","0","0","0","0","0","0","0","0"
"1303","0","0","0","0","0","0","0","0","0","0","0","0"
"1304","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999","0","0","0","0.3025","0.3025","0.3025"
"1305","0","0","0","0","0","0","0","0","0","0","0","0"
"1306","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0"
"1307","0","0","0","0","0","0","0","0","0","0","0","0"
"1308","0","0","0","0","0","0","0","0","0","0","0","0"
"1309","0","0","0","0.4375","0.4375","0.4375","0","0","0","0","0","0"
"1310","0","0","0","0","0","0","0","0","0","0","0","0"
"1311","0","0","0","0","0","0","0","0","0","0","0","0"
"1312","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0","0","0","0","0","0"
"1313","0","0","0","0","0","0","0","0","0","0","0","0"
"1314","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0","0","0","0"
"1315","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1316","0","0","0","0.7525","0.7525","0.7525","0","0","0","0.82","0.82","0.82"
"1317","0","0","0","0","0","0","0","0","0","0","0","0"
"1318","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0","0.3025","0.3025","0.3025"
"1319","0","0","0","0","0","0","0","0","0","0","0","0"
"1320","0","0","0","0","0","0","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"1321","0.7525","0.7525","0.7525","0.775","0.775","0.775","0","0","0","0.595","0.595","0.595"
"1322","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0","0","0","0","0","0"
"1323","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.7525","0.7525","0.7525","0","0","0","0.37","0.37","0.37"
"1324","0","0","0","0","0","0","0","0","0","0","0","0"
"1325","0","0","0","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1326","0","0","0","0","0","0","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.8425","0.8425","0.8425"
"1327","0","0","0","0.235","0.235","0.235","0","0","0","0.6625","0.6625","0.6625"
"1328","0","0","0","0.5725","0.5725","0.5725","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"1329","0","0","0","0.235","0.235","0.235","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1330","0.73","0.73","0.73","0.685","0.685","0.685","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1331","0","0","0","0","0","0","0","0","0","0.91","0.91","0.91"
"1332","0","0","0","0","0","0","0","0","0","0.4375","0.4375","0.4375"
"1333","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.82","0.82","0.82","0.7975","0.7975","0.7975","0.91","0.91","0.91"
"1334","0","0","0","0","0","0","0","0","0","0.685","0.685","0.685"
"1335","0","0","0","0","0","0","0","0","0","0.5275","0.5275","0.5275"
"1336","0","0","0","0","0","0","0","0","0","0","0","0"
"1337","0.82","0.82","0.82","0","0","0","0","0","0","0","0","0"
"1338","0","0","0","0","0","0","0.865","0.865","0.865","0.91","0.91","0.91"
"1339","0","0","0","0","0","0","0","0","0","0","0","0"
"1340","0.595","0.595","0.595","0.775","0.775","0.775","0","0","0","0.73","0.73","0.73"
"1341","0","0","0","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0"
"1342","0","0","0","0","0","0","0","0","0","0.685","0.685","0.685"
"1343","0","0","0","0","0","0","0","0","0","0","0","0"
"1344","0.775","0.775","0.775","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.91","0.91","0.91"
"1345","0","0","0","0","0","0","0","0","0","0","0","0"
"1346","0","0","0","0.55","0.55","0.55","0","0","0","0","0","0"
"1347","0","0","0","0.5275","0.5275","0.5275","0","0","0","0.3025","0.3025","0.3025"
"1348","0","0","0","0","0","0","0","0","0","0","0","0"
"1349","0","0","0","0","0","0","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1350","0","0","0","0.3025","0.3025","0.3025","0","0","0","0","0","0"
"1351","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.685","0.685","0.685","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"1352","0","0","0","0.73","0.73","0.73","0","0","0","0","0","0"
