"Step","ans_random: scarlet-sweep-10 - train/eps_reward","ans_random: scarlet-sweep-10 - train/eps_reward__MIN","ans_random: scarlet-sweep-10 - train/eps_reward__MAX","ans_random: devout-sweep-6 - train/eps_reward","ans_random: devout-sweep-6 - train/eps_reward__MIN","ans_random: devout-sweep-6 - train/eps_reward__MAX"
"1560","0.595","0.595","0.595","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1561","0.82","0.82","0.82","0.865","0.865","0.865"
"1562","0.685","0.685","0.685","0.7975","0.7975","0.7975"
"1563","0","0","0","0.7075","0.7075","0.7075"
"1564","0.5275","0.5275","0.5275","0.865","0.865","0.865"
"1565","0","0","0","0.865","0.865","0.865"
"1566","0.865","0.865","0.865","0.8875","0.8875","0.8875"
"1567","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1568","0.775","0.775","0.775","0.775","0.775","0.775"
"1569","0.865","0.865","0.865","0.865","0.865","0.865"
"1570","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"1571","0.775","0.775","0.775","0.7525","0.7525","0.7525"
"1572","0","0","0","0","0","0"
"1573","0.775","0.775","0.775","0.8425","0.8425","0.8425"
"1574","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"1575","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1576","0","0","0","0","0","0"
"1577","0.6625","0.6625","0.6625","0.21250000000000002","0.21250000000000002","0.21250000000000002"
"1578","0.37","0.37","0.37","0.55","0.55","0.55"
"1579","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.4375","0.4375","0.4375"
"1580","0","0","0","0.685","0.685","0.685"
"1581","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.8425","0.8425","0.8425"
"1582","0.4375","0.4375","0.4375","0.865","0.865","0.865"
"1583","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.775","0.775","0.775"
"1584","0","0","0","0","0","0"
"1585","0.5725","0.5725","0.5725","0.685","0.685","0.685"
"1586","0.5275","0.5275","0.5275","0.73","0.73","0.73"
"1587","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.8425","0.8425","0.8425"
"1588","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1589","0.4375","0.4375","0.4375","0.3025","0.3025","0.3025"
"1590","0","0","0","0.3025","0.3025","0.3025"
"1591","0","0","0","0","0","0"
"1592","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1593","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1594","0.685","0.685","0.685","0.8425","0.8425","0.8425"
"1595","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0"
"1596","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"1597","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.7075","0.7075","0.7075"
"1598","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.09999999999999998","0.09999999999999998","0.09999999999999998"
"1599","0","0","0","0","0","0"
"1600","0.7075","0.7075","0.7075","0.7975","0.7975","0.7975"
"1601","0.7075","0.7075","0.7075","0","0","0"
"1602","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975"
"1603","0","0","0","0.73","0.73","0.73"
"1604","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1605","0","0","0","0.5275","0.5275","0.5275"
"1606","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.73","0.73","0.73"
"1607","0","0","0","0","0","0"
"1608","0","0","0","0","0","0"
"1609","0.3025","0.3025","0.3025","0.7975","0.7975","0.7975"
"1610","0.82","0.82","0.82","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1611","0","0","0","0","0","0"
"1612","0","0","0","0","0","0"
"1613","0","0","0","0","0","0"
"1614","0.73","0.73","0.73","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1615","0.775","0.775","0.775","0.685","0.685","0.685"
"1616","0.6625","0.6625","0.6625","0.595","0.595","0.595"
"1617","0.73","0.73","0.73","0.73","0.73","0.73"
"1618","0.775","0.775","0.775","0","0","0"
"1619","0","0","0","0","0","0"
"1620","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425"
"1621","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005"
"1622","0.7975","0.7975","0.7975","0.775","0.775","0.775"
"1623","0","0","0","0.7075","0.7075","0.7075"
"1624","0.6625","0.6625","0.6625","0.8875","0.8875","0.8875"
"1625","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1626","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.7975","0.7975","0.7975"
"1627","0.5275","0.5275","0.5275","0.6625","0.6625","0.6625"
"1628","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1629","0.37","0.37","0.37","0","0","0"
"1630","0.775","0.775","0.775","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1631","0","0","0","0","0","0"
"1632","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.7975","0.7975","0.7975"
"1633","0.685","0.685","0.685","0.7075","0.7075","0.7075"
"1634","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1635","0","0","0","0","0","0"
"1636","0","0","0","0.775","0.775","0.775"
"1637","0","0","0","0","0","0"
"1638","0","0","0","0","0","0"
"1639","0","0","0","0","0","0"
"1640","0.12250000000000005","0.12250000000000005","0.12250000000000005","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1641","0","0","0","0","0","0"
"1642","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1643","0.7075","0.7075","0.7075","0.685","0.685","0.685"
"1644","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1645","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1646","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.55","0.55","0.55"
"1647","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1648","0.82","0.82","0.82","0.8425","0.8425","0.8425"
"1649","0.5275","0.5275","0.5275","0.8425","0.8425","0.8425"
"1650","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1651","0","0","0","0","0","0"
"1652","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.775","0.775","0.775"
"1653","0.7975","0.7975","0.7975","0.6625","0.6625","0.6625"
"1654","0.7975","0.7975","0.7975","0.4375","0.4375","0.4375"
"1655","0.5275","0.5275","0.5275","0.8425","0.8425","0.8425"
"1656","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"1657","0.91","0.91","0.91","0.91","0.91","0.91"
"1658","0","0","0","0","0","0"
"1659","0.4375","0.4375","0.4375","0.8875","0.8875","0.8875"
"1660","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.55","0.55","0.55"
"1661","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.55","0.55","0.55"
"1662","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.7975","0.7975","0.7975"
"1663","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1664","0.39249999999999996","0.39249999999999996","0.39249999999999996","0.12250000000000005","0.12250000000000005","0.12250000000000005"
"1665","0.865","0.865","0.865","0.865","0.865","0.865"
"1666","0.595","0.595","0.595","0.8875","0.8875","0.8875"
"1667","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.82","0.82","0.82"
"1668","0","0","0","0","0","0"
"1669","0.775","0.775","0.775","0.82","0.82","0.82"
"1670","0.775","0.775","0.775","0.7525","0.7525","0.7525"
"1671","0.91","0.91","0.91","0.91","0.91","0.91"
"1672","0.7975","0.7975","0.7975","0","0","0"
"1673","0.73","0.73","0.73","0","0","0"
"1674","0","0","0","0","0","0"
"1675","0.8875","0.8875","0.8875","0.8425","0.8425","0.8425"
"1676","0.5275","0.5275","0.5275","0.5275","0.5275","0.5275"
"1677","0","0","0","0","0","0"
"1678","0.82","0.82","0.82","0.685","0.685","0.685"
"1679","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.595","0.595","0.595"
"1680","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.37","0.37","0.37"
"1681","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.8425","0.8425","0.8425"
"1682","0.685","0.685","0.685","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"1683","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525"
"1684","0.73","0.73","0.73","0.775","0.775","0.775"
"1685","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.25750000000000006","0.25750000000000006","0.25750000000000006"
"1686","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.775","0.775","0.775"
"1687","0.5725","0.5725","0.5725","0.73","0.73","0.73"
"1688","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.5275","0.5275","0.5275"
"1689","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0"
"1690","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.775","0.775","0.775"
"1691","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1692","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.5725","0.5725","0.5725"
"1693","0.7075","0.7075","0.7075","0.82","0.82","0.82"
"1694","0","0","0","0","0","0"
"1695","0","0","0","0","0","0"
"1696","0.21250000000000002","0.21250000000000002","0.21250000000000002","0.6625","0.6625","0.6625"
"1697","0.685","0.685","0.685","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1698","0.8875","0.8875","0.8875","0.865","0.865","0.865"
"1699","0.775","0.775","0.775","0.775","0.775","0.775"
"1700","0.775","0.775","0.775","0.7975","0.7975","0.7975"
"1701","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"1702","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.595","0.595","0.595"
"1703","0.8425","0.8425","0.8425","0.6625","0.6625","0.6625"
"1704","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.8425","0.8425","0.8425"
"1705","0.595","0.595","0.595","0.7975","0.7975","0.7975"
"1706","0.6625","0.6625","0.6625","0","0","0"
"1707","0.48250000000000004","0.48250000000000004","0.48250000000000004","0","0","0"
"1708","0.82","0.82","0.82","0.7075","0.7075","0.7075"
"1709","0","0","0","0.34750000000000003","0.34750000000000003","0.34750000000000003"
"1710","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"1711","0.5725","0.5725","0.5725","0.685","0.685","0.685"
"1712","0.91","0.91","0.91","0","0","0"
"1713","0","0","0","0","0","0"
"1714","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"1715","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.775","0.775","0.775"
"1716","0.685","0.685","0.685","0.775","0.775","0.775"
"1717","0","0","0","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1718","0.6625","0.6625","0.6625","0.7075","0.7075","0.7075"
"1719","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1720","0","0","0","0.2799999999999999","0.2799999999999999","0.2799999999999999"
"1721","0.91","0.91","0.91","0.775","0.775","0.775"
"1722","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"1723","0.5725","0.5725","0.5725","0.595","0.595","0.595"
"1724","0.55","0.55","0.55","0.6625","0.6625","0.6625"
"1725","0.4375","0.4375","0.4375","0.6625","0.6625","0.6625"
"1726","0","0","0","0.685","0.685","0.685"
"1727","0","0","0","0","0","0"
"1728","0.09999999999999998","0.09999999999999998","0.09999999999999998","0","0","0"
"1729","0","0","0","0","0","0"
"1730","0.8425","0.8425","0.8425","0.6625","0.6625","0.6625"
"1731","0","0","0","0","0","0"
"1732","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325"
"1733","0","0","0","0","0","0"
"1734","0","0","0","0","0","0"
"1735","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.8425","0.8425","0.8425"
"1736","0.8425","0.8425","0.8425","0.8875","0.8875","0.8875"
"1737","0.685","0.685","0.685","0.55","0.55","0.55"
"1738","0.6625","0.6625","0.6625","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1739","0.7975","0.7975","0.7975","0.82","0.82","0.82"
"1740","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.5275","0.5275","0.5275"
"1741","0.3025","0.3025","0.3025","0.865","0.865","0.865"
"1742","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325"
"1743","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1744","0.73","0.73","0.73","0.73","0.73","0.73"
"1745","0.73","0.73","0.73","0.5275","0.5275","0.5275"
"1746","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.775","0.775","0.775"
"1747","0.775","0.775","0.775","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"1748","0","0","0","0.685","0.685","0.685"
"1749","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1750","0.55","0.55","0.55","0.21250000000000002","0.21250000000000002","0.21250000000000002"
"1751","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1752","0","0","0","0","0","0"
"1753","0.3025","0.3025","0.3025","0.775","0.775","0.775"
"1754","0.91","0.91","0.91","0.91","0.91","0.91"
"1755","0","0","0","0","0","0"
"1756","0","0","0","0","0","0"
"1757","0.4375","0.4375","0.4375","0.7525","0.7525","0.7525"
"1759","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525"
"1760","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1761","0.91","0.91","0.91","0.91","0.91","0.91"
"1762","0.82","0.82","0.82","0.8425","0.8425","0.8425"
"1763","0","0","0","0.6625","0.6625","0.6625"
"1764","0.91","0.91","0.91","0.91","0.91","0.91"
"1765","0.73","0.73","0.73","0.595","0.595","0.595"
"1766","0.775","0.775","0.775","0.685","0.685","0.685"
"1767","0.37","0.37","0.37","0.7975","0.7975","0.7975"
"1768","0","0","0","0","0","0"
"1769","0","0","0","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1770","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1771","0.55","0.55","0.55","0","0","0"
"1772","0.32499999999999996","0.32499999999999996","0.32499999999999996","0.55","0.55","0.55"
"1773","0.73","0.73","0.73","0.73","0.73","0.73"
"1774","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.73","0.73","0.73"
"1775","0.595","0.595","0.595","0.8425","0.8425","0.8425"
"1776","0.6625","0.6625","0.6625","0.8425","0.8425","0.8425"
"1777","0.37","0.37","0.37","0.685","0.685","0.685"
"1778","0","0","0","0.55","0.55","0.55"
"1779","0","0","0","0","0","0"
"1780","0","0","0","0.7075","0.7075","0.7075"
"1781","0.775","0.775","0.775","0.775","0.775","0.775"
"1782","0","0","0","0","0","0"
"1783","0.73","0.73","0.73","0.5275","0.5275","0.5275"
"1784","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425"
"1785","0.73","0.73","0.73","0.7975","0.7975","0.7975"
"1786","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.595","0.595","0.595"
"1787","0.7075","0.7075","0.7075","0.7525","0.7525","0.7525"
"1788","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.82","0.82","0.82"
"1789","0.7525","0.7525","0.7525","0.595","0.595","0.595"
"1790","0","0","0","0.4149999999999999","0.4149999999999999","0.4149999999999999"
"1791","0.73","0.73","0.73","0.7075","0.7075","0.7075"
"1792","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.8425","0.8425","0.8425"
"1793","0.865","0.865","0.865","0.8875","0.8875","0.8875"
"1794","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425"
"1795","0","0","0","0","0","0"
"1796","0.4149999999999999","0.4149999999999999","0.4149999999999999","0","0","0"
"1797","0.7075","0.7075","0.7075","0.5725","0.5725","0.5725"
"1798","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1799","0.39249999999999996","0.39249999999999996","0.39249999999999996","0","0","0"
"1800","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1801","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"1802","0.73","0.73","0.73","0.5725","0.5725","0.5725"
"1803","0.7075","0.7075","0.7075","0.73","0.73","0.73"
"1804","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.09999999999999998","0.09999999999999998","0.09999999999999998"
"1805","0.4375","0.4375","0.4375","0.6625","0.6625","0.6625"
"1806","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.595","0.595","0.595"
"1807","0.6399999999999999","0.6399999999999999","0.6399999999999999","0","0","0"
"1808","0.7975","0.7975","0.7975","0.6625","0.6625","0.6625"
"1809","0.685","0.685","0.685","0.6625","0.6625","0.6625"
"1810","0.55","0.55","0.55","0.7975","0.7975","0.7975"
"1811","0.5275","0.5275","0.5275","0","0","0"
"1812","0.6625","0.6625","0.6625","0.8425","0.8425","0.8425"
"1813","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.5275","0.5275","0.5275"
"1814","0.45999999999999996","0.45999999999999996","0.45999999999999996","0","0","0"
"1815","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1816","0.8425","0.8425","0.8425","0.865","0.865","0.865"
"1817","0.865","0.865","0.865","0.3025","0.3025","0.3025"
"1818","0.235","0.235","0.235","0.775","0.775","0.775"
"1819","0.775","0.775","0.775","0.8425","0.8425","0.8425"
"1820","0.775","0.775","0.775","0","0","0"
"1821","0","0","0","0","0","0"
"1822","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.595","0.595","0.595"
"1823","0.7975","0.7975","0.7975","0.82","0.82","0.82"
"1824","0.14500000000000002","0.14500000000000002","0.14500000000000002","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1825","0.7075","0.7075","0.7075","0.775","0.775","0.775"
"1826","0.8425","0.8425","0.8425","0.865","0.865","0.865"
"1827","0.55","0.55","0.55","0.82","0.82","0.82"
"1828","0","0","0","0","0","0"
"1829","0.7075","0.7075","0.7075","0.685","0.685","0.685"
"1830","0.6625","0.6625","0.6625","0.7525","0.7525","0.7525"
"1831","0.7075","0.7075","0.7075","0.7525","0.7525","0.7525"
"1832","0","0","0","0","0","0"
"1833","0","0","0","0","0","0"
"1834","0.7975","0.7975","0.7975","0.7975","0.7975","0.7975"
"1835","0","0","0","0.73","0.73","0.73"
"1836","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.865","0.865","0.865"
"1837","0","0","0","0","0","0"
"1838","0.865","0.865","0.865","0.865","0.865","0.865"
"1839","0.18999999999999995","0.18999999999999995","0.18999999999999995","0","0","0"
"1840","0.82","0.82","0.82","0.45999999999999996","0.45999999999999996","0.45999999999999996"
"1841","0.775","0.775","0.775","0.82","0.82","0.82"
"1842","0.7075","0.7075","0.7075","0.21250000000000002","0.21250000000000002","0.21250000000000002"
"1843","0","0","0","0","0","0"
"1844","0.73","0.73","0.73","0.7975","0.7975","0.7975"
"1845","0.5049999999999999","0.5049999999999999","0.5049999999999999","0","0","0"
"1846","0.7975","0.7975","0.7975","0.82","0.82","0.82"
"1847","0","0","0","0","0","0"
"1848","0","0","0","0.82","0.82","0.82"
"1849","0.8425","0.8425","0.8425","0.7525","0.7525","0.7525"
"1850","0.12250000000000005","0.12250000000000005","0.12250000000000005","0","0","0"
"1851","0","0","0","0.16749999999999998","0.16749999999999998","0.16749999999999998"
"1852","0","0","0","0.775","0.775","0.775"
"1853","0.2799999999999999","0.2799999999999999","0.2799999999999999","0.14500000000000002","0.14500000000000002","0.14500000000000002"
"1854","0.595","0.595","0.595","0.8425","0.8425","0.8425"
"1855","0","0","0","0.37","0.37","0.37"
"1856","0.6399999999999999","0.6399999999999999","0.6399999999999999","0.7075","0.7075","0.7075"
"1857","0.7525","0.7525","0.7525","0.6625","0.6625","0.6625"
"1858","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.775","0.775","0.775"
"1859","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1860","0.6625","0.6625","0.6625","0.8425","0.8425","0.8425"
"1861","0.7975","0.7975","0.7975","0.775","0.775","0.775"
"1862","0.5725","0.5725","0.5725","0.73","0.73","0.73"
"1863","0.865","0.865","0.865","0.8875","0.8875","0.8875"
"1864","0","0","0","0","0","0"
"1865","0","0","0","0","0","0"
"1866","0.865","0.865","0.865","0.865","0.865","0.865"
"1867","0.595","0.595","0.595","0.6625","0.6625","0.6625"
"1868","0.7075","0.7075","0.7075","0.775","0.775","0.775"
"1869","0.48250000000000004","0.48250000000000004","0.48250000000000004","0.8425","0.8425","0.8425"
"1870","0.7975","0.7975","0.7975","0.5275","0.5275","0.5275"
"1871","0.91","0.91","0.91","0.91","0.91","0.91"
"1872","0.775","0.775","0.775","0.82","0.82","0.82"
"1873","0.685","0.685","0.685","0.595","0.595","0.595"
"1874","0","0","0","0.595","0.595","0.595"
"1875","0.8425","0.8425","0.8425","0.865","0.865","0.865"
"1876","0","0","0","0.18999999999999995","0.18999999999999995","0.18999999999999995"
"1877","0.595","0.595","0.595","0","0","0"
"1878","0.18999999999999995","0.18999999999999995","0.18999999999999995","0.55","0.55","0.55"
"1879","0.25750000000000006","0.25750000000000006","0.25750000000000006","0.7525","0.7525","0.7525"
"1880","0.7975","0.7975","0.7975","0.9325","0.9325","0.9325"
"1881","0.4375","0.4375","0.4375","0.5049999999999999","0.5049999999999999","0.5049999999999999"
"1882","0","0","0","0.82","0.82","0.82"
"1883","0.7525","0.7525","0.7525","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1884","0.865","0.865","0.865","0.8425","0.8425","0.8425"
"1885","0","0","0","0","0","0"
"1886","0.73","0.73","0.73","0.6625","0.6625","0.6625"
"1887","0.73","0.73","0.73","0.775","0.775","0.775"
"1888","0","0","0","0","0","0"
"1889","0.685","0.685","0.685","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1890","0.7075","0.7075","0.7075","0.5725","0.5725","0.5725"
"1891","0.6174999999999999","0.6174999999999999","0.6174999999999999","0.7075","0.7075","0.7075"
"1892","0.865","0.865","0.865","0.82","0.82","0.82"
"1893","0.7525","0.7525","0.7525","0.775","0.775","0.775"
"1894","0","0","0","0.82","0.82","0.82"
"1895","0","0","0","0","0","0"
"1896","0.865","0.865","0.865","0.7975","0.7975","0.7975"
"1897","0.91","0.91","0.91","0.91","0.91","0.91"
"1898","0","0","0","0","0","0"
"1899","0.235","0.235","0.235","0","0","0"
"1900","0.82","0.82","0.82","0.7975","0.7975","0.7975"
"1901","0","0","0","0","0","0"
"1902","0","0","0","0","0","0"
"1903","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1904","0","0","0","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1905","0","0","0","0","0","0"
"1906","0.7975","0.7975","0.7975","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1907","0.5275","0.5275","0.5275","0.775","0.775","0.775"
"1908","0.4149999999999999","0.4149999999999999","0.4149999999999999","0.235","0.235","0.235"
"1909","0.9325","0.9325","0.9325","0.9325","0.9325","0.9325"
"1910","0.7525","0.7525","0.7525","0.7525","0.7525","0.7525"
"1911","0","0","0","0.865","0.865","0.865"
"1912","0","0","0","0.775","0.775","0.775"
"1913","0","0","0","0","0","0"
"1914","0.73","0.73","0.73","0.775","0.775","0.775"
"1915","0.8425","0.8425","0.8425","0.7975","0.7975","0.7975"
"1916","0","0","0","0.6399999999999999","0.6399999999999999","0.6399999999999999"
"1917","0","0","0","0","0","0"
"1918","0.55","0.55","0.55","0.4375","0.4375","0.4375"
"1919","0.8425","0.8425","0.8425","0.865","0.865","0.865"
"1920","0.6625","0.6625","0.6625","0.775","0.775","0.775"
"1921","0","0","0","0.5725","0.5725","0.5725"
"1922","0.6625","0.6625","0.6625","0.775","0.775","0.775"
"1923","0.34750000000000003","0.34750000000000003","0.34750000000000003","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1924","0.7975","0.7975","0.7975","0.775","0.775","0.775"
"1925","0.91","0.91","0.91","0.91","0.91","0.91"
"1926","0","0","0","0.595","0.595","0.595"
"1927","0.8875","0.8875","0.8875","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1928","0.91","0.91","0.91","0.91","0.91","0.91"
"1929","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425"
"1930","0.8425","0.8425","0.8425","0.865","0.865","0.865"
"1931","0.91","0.91","0.91","0.91","0.91","0.91"
"1932","0.55","0.55","0.55","0.775","0.775","0.775"
"1933","0.3025","0.3025","0.3025","0.48250000000000004","0.48250000000000004","0.48250000000000004"
"1934","0.82","0.82","0.82","0.865","0.865","0.865"
"1935","0.685","0.685","0.685","0.7975","0.7975","0.7975"
"1936","0","0","0","0","0","0"
"1937","0.865","0.865","0.865","0.82","0.82","0.82"
"1938","0","0","0","0","0","0"
"1939","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.6625","0.6625","0.6625"
"1940","0.45999999999999996","0.45999999999999996","0.45999999999999996","0.7975","0.7975","0.7975"
"1941","0","0","0","0.32499999999999996","0.32499999999999996","0.32499999999999996"
"1942","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1943","0.7975","0.7975","0.7975","0.82","0.82","0.82"
"1944","0","0","0","0","0","0"
"1945","0","0","0","0.8425","0.8425","0.8425"
"1946","0.685","0.685","0.685","0.775","0.775","0.775"
"1947","0.685","0.685","0.685","0.7525","0.7525","0.7525"
"1948","0.775","0.775","0.775","0.6625","0.6625","0.6625"
"1949","0.7975","0.7975","0.7975","0.865","0.865","0.865"
"1950","0.7975","0.7975","0.7975","0.82","0.82","0.82"
"1951","0","0","0","0.7525","0.7525","0.7525"
"1952","0","0","0","0","0","0"
"1953","0.775","0.775","0.775","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"1954","0","0","0","0.8425","0.8425","0.8425"
"1955","0.91","0.91","0.91","0.91","0.91","0.91"
"1956","0","0","0","0","0","0"
"1957","0.7975","0.7975","0.7975","0.775","0.775","0.775"
"1958","0","0","0","0.7525","0.7525","0.7525"
"1959","0","0","0","0.7075","0.7075","0.7075"
"1960","0.685","0.685","0.685","0.7075","0.7075","0.7075"
"1961","0.865","0.865","0.865","0.865","0.865","0.865"
"1962","0.865","0.865","0.865","0.7525","0.7525","0.7525"
"1963","0.775","0.775","0.775","0","0","0"
"1964","0.5275","0.5275","0.5275","0.685","0.685","0.685"
"1965","0.5049999999999999","0.5049999999999999","0.5049999999999999","0.82","0.82","0.82"
"1966","0","0","0","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1967","0.5725","0.5725","0.5725","0.7525","0.7525","0.7525"
"1968","0.7075","0.7075","0.7075","0.6625","0.6625","0.6625"
"1969","0.7525","0.7525","0.7525","0.7975","0.7975","0.7975"
"1970","0.8875","0.8875","0.8875","0.8875","0.8875","0.8875"
"1971","0","0","0","0.7075","0.7075","0.7075"
"1972","0.82","0.82","0.82","0.82","0.82","0.82"
"1973","0","0","0","0","0","0"
"1974","0.8425","0.8425","0.8425","0.8425","0.8425","0.8425"
"1975","0.82","0.82","0.82","0.82","0.82","0.82"
"1976","0","0","0","0.12250000000000005","0.12250000000000005","0.12250000000000005"
"1977","0.3025","0.3025","0.3025","0.7975","0.7975","0.7975"
"1978","0","0","0","0","0","0"
"1979","0.685","0.685","0.685","0.39249999999999996","0.39249999999999996","0.39249999999999996"
"1980","0.8425","0.8425","0.8425","0.82","0.82","0.82"
